,FFP_TIER,FLIGHT_COUNT,LAST_TO_END,SEG_KM_SUM,EXCHANGE_COUNT,Points_Sum,AGE,ffp_year
33551,4,7,191,10263,0,3823,64,2010
33552,4,7,142,10367,0,4017,41,2010
33553,4,8,353,12413,0,4151,34,2012
33554,4,3,48,11508,0,6082,28,2012
33555,4,2,417,7672,0,4880,28,2012
33556,4,5,184,9862,0,4302,58,2010
33557,4,4,395,8438,0,6606,49,2012
33558,4,10,13,10457,0,5250,41,2012
33559,4,8,428,11793,0,3910,35,2012
33560,4,9,145,12524,0,4408,34,2012
33561,4,13,291,10666,0,5135,29,2010
33562,4,10,72,8245,0,5897,35,2009
33563,4,8,108,8944,0,6994,48,2012
33564,4,8,6,12108,0,3261,43,2013
33565,4,9,41,9286,0,4481,46,2010
33566,4,4,454,8643,0,5945,56,2012
33567,4,11,49,9219,0,6186,57,2007
33568,4,4,465,9368,0,5290,30,2011
33569,4,5,250,10505,0,3870,27,2013
33570,4,8,102,11382,0,3629,39,2008
33571,4,3,517,4217,0,5250,52,2004
33572,4,4,349,6578,0,6336,37,2007
33573,4,6,397,12858,0,4939,39,2011
33574,4,5,44,14629,0,3127,26,2009
33575,4,4,202,7687,0,6065,29,2012
33576,4,6,151,10330,0,5009,32,2013
33577,4,4,432,10620,0,3676,38,2011
33578,4,12,195,9574,0,35353,47,2009
33579,4,6,5,11837,0,3144,51,2006
33580,5,13,32,10988,0,4721,40,2005
33581,4,7,12,9113,1,7628,48,2006
33582,4,7,33,13002,0,4960,63,2007
33583,4,7,146,10894,0,4040,29,2009
33584,4,7,190,8941,0,6631,54,2008
33585,4,5,354,7710,0,6322,29,2011
33586,4,4,39,8761,0,5140,28,2011
33587,4,6,309,9368,0,4878,52,2012
33588,4,8,227,7726,0,5524,32,2012
33589,4,9,87,9296,0,5742,35,2010
33590,4,4,9,8569,0,4074,46,2012
33591,4,7,13,9289,0,5748,29,2012
33592,4,7,83,8155,0,7243,45,2008
33593,4,8,5,8826,0,5410,51,2006
33594,4,7,18,7818,0,6109,33,2012
33595,4,12,75,11925,0,8320,35,2007
33596,4,8,68,9502,0,5740,46,2007
33597,4,8,138,11248,0,3651,55,2011
33598,4,7,99,9776,0,4671,39,2011
33599,4,11,244,15092,0,3662,38,2011
33600,4,10,11,9449,0,4493,35,2012
33601,4,7,449,11913,0,4135,45,2012
33602,4,7,46,14810,0,2952,51,2012
33603,4,10,29,8868,0,5047,38,2008
33604,4,6,548,7646,0,6039,37,2011
33605,4,9,12,8809,0,4968,45,2013
33606,4,6,218,6454,0,6001,58,2011
33607,4,7,160,8978,0,5609,74,2005
33608,4,8,192,11001,0,4941,33,2010
33609,4,10,440,11464,0,4955,39,2012
33610,4,7,317,9063,0,4769,50,2010
33611,4,7,220,10314,0,4866,33,2010
33612,4,6,332,8929,0,5357,37,2008
33613,4,5,280,9313,0,3511,45,2008
33614,4,3,597,7011,0,6650,43,2012
33615,4,9,29,12599,0,3582,35,2012
33616,4,3,27,8526,0,5913,36,2013
33617,4,4,176,7811,0,5801,52,2012
33618,4,4,4,8543,0,6302,41,2005
33619,4,5,14,6387,0,5819,38,2009
33620,4,7,186,6531,0,5796,46,2009
33621,4,8,576,7277,0,5618,43,2005
33622,4,8,76,7584,0,4991,41,2008
33623,4,8,76,7096,0,6031,33,2013
33624,4,11,35,7478,0,5840,37,2013
33625,4,7,181,8347,0,7163,55,2011
33626,4,7,33,10401,0,4504,34,2010
33627,4,5,134,10187,0,4418,52,2007
33628,4,9,100,10402,0,4209,39,2006
33629,4,6,53,12582,0,6994,45,2008
33630,4,4,479,8956,0,4759,53,2009
33631,4,6,613,8363,0,4677,71,2011
33632,4,5,60,7556,3,6378,39,2006
33633,4,10,110,8465,0,5524,44,2010
33634,4,4,156,8554,0,14647,45,2007
33635,4,5,450,7599,0,5844,59,2008
33636,4,2,305,9582,0,3762,28,2013
33637,4,2,276,8926,0,3419,65,2008
33638,4,7,101,11648,0,5723,44,2006
33639,4,5,214,9638,0,5458,35,2013
33640,4,10,55,9818,0,5016,55,2010
33641,4,5,304,7821,0,5304,54,2007
33642,4,12,10,8457,0,4892,62,2011
33643,4,5,254,8284,0,11913,45,2011
33644,4,10,3,10777,0,5539,37,2007
33645,4,11,198,8529,1,4441,62,2008
33646,4,4,210,9415,0,5293,43,2010
33647,4,4,486,8294,0,9321,31,2010
33648,4,5,51,11535,0,5700,47,2012
33649,4,6,577,9985,0,12523,50,2012
33650,4,6,21,9245,0,8289,33,2013
33651,4,9,95,10980,0,3737,44,2011
33652,4,6,364,6986,0,5584,38,2012
33653,4,6,99,11471,0,3882,0,2006
33654,4,9,34,11172,1,12826,33,2011
33655,4,6,443,7982,0,16712,35,2008
33656,4,8,252,9014,0,4624,31,2010
33657,4,7,344,9605,1,3934,31,2009
33658,4,5,74,6709,0,6256,29,2013
33659,4,7,168,7055,0,6778,53,2010
33660,4,8,11,9763,0,4493,39,2012
33661,4,3,469,8804,0,5032,29,2012
33662,4,7,26,9324,0,5807,35,2012
33663,4,7,4,9003,0,4914,40,2008
33664,4,9,201,9582,0,7223,39,2010
33665,4,2,468,9573,0,3778,33,2011
33666,4,5,560,8059,0,4378,45,2007
33667,4,4,159,7868,0,6486,78,2007
33668,4,2,585,4196,0,6008,48,2012
33669,4,7,337,9683,0,5911,36,2008
33670,4,7,44,8872,2,5299,37,2009
33671,4,4,552,11319,0,4008,34,2011
33672,4,10,142,10296,0,4239,32,2011
33673,4,3,157,7055,0,6974,58,2012
33674,4,9,72,10144,0,5418,46,2009
33675,4,6,264,7429,0,4899,42,2006
33676,4,5,33,9342,0,5334,25,2013
33677,4,7,296,9105,0,12314,27,2011
33678,4,6,107,12965,0,7414,39,2008
33679,4,7,42,9083,0,5574,42,2009
33680,4,6,146,8412,0,4567,27,2011
33681,4,5,283,8209,0,5671,43,2011
33682,4,9,56,11031,0,4908,42,2011
33683,4,7,613,9076,1,5075,71,2008
33684,4,5,50,6456,0,6389,40,2011
33685,4,9,42,16526,0,2904,43,2012
33686,4,6,164,12422,0,4274,47,2008
33687,4,6,49,8732,0,3592,29,2012
33688,4,4,251,7764,0,6327,22,2012
33689,4,3,681,5999,0,5836,46,2011
33690,4,9,1,10025,0,4509,36,2012
33691,4,9,25,8055,0,5827,36,2012
33692,4,9,137,8658,0,35182,45,2007
33693,4,4,171,6887,0,5207,45,2011
33694,4,7,429,9812,0,7055,59,2006
33695,4,7,139,11775,0,4790,50,2007
33696,4,9,127,14490,0,2226,58,2013
33697,4,7,279,8427,0,5383,52,2012
33698,4,6,11,6571,0,6087,56,2011
33699,4,8,422,12442,0,3882,40,2012
33700,4,4,5,6944,0,6555,41,2008
33701,4,7,33,7416,0,6065,31,2012
33702,4,6,216,7878,0,4452,44,2012
33703,4,7,298,9412,0,5168,61,2012
33704,4,2,44,7887,0,7204,40,2011
33705,4,7,108,12893,0,4000,41,2011
33706,4,3,236,8996,0,6563,29,2012
33707,4,3,61,7985,0,7137,29,2012
33708,4,10,166,9401,0,5389,37,2009
33709,4,3,376,6483,0,5208,34,2012
33710,4,6,160,7365,0,6103,38,2008
33711,4,6,191,10233,0,4815,54,2011
33712,4,6,248,7748,0,5881,48,2010
33713,4,8,422,10139,0,4761,41,2012
33714,4,4,48,9143,0,3424,55,2005
33715,4,5,423,10253,0,4244,35,2011
33716,4,4,190,7898,0,4100,42,2009
33717,4,3,18,7280,0,6820,34,2009
33718,4,4,477,8432,0,4436,40,2012
33719,4,11,5,10866,0,4698,45,2012
33720,4,9,269,10481,0,3809,51,2011
33721,4,10,7,8822,0,5972,44,2010
33722,4,5,78,8709,0,4720,46,2005
33723,4,7,5,8868,0,5177,37,2009
33724,4,6,31,7144,0,6604,59,2006
33725,4,3,269,6353,0,6414,36,2007
33726,4,2,168,9551,0,3762,30,2008
33727,4,7,33,12059,0,3819,38,2010
33728,4,4,592,6278,0,5445,52,2012
33729,4,3,403,8760,0,4946,59,2012
33730,4,6,191,5589,0,5538,45,2010
33731,4,11,76,7152,0,5970,55,2006
33732,4,5,664,7285,0,5436,36,2008
33733,4,8,34,7977,0,5995,43,2012
33734,4,3,2,8675,0,3667,67,2007
33735,4,3,595,9385,0,3801,45,2007
33736,4,6,11,8677,0,8606,36,2010
33737,4,4,212,10392,0,4981,29,2012
33738,4,5,301,7230,0,5997,35,2011
33739,4,5,600,11954,0,5343,39,2011
33740,4,10,105,13340,0,3773,39,2012
33741,4,5,125,7437,0,6282,45,2011
33742,4,6,10,10002,0,5186,41,2009
33743,4,8,569,8351,0,4689,47,2007
33744,4,5,159,8026,0,5851,49,2012
33745,4,6,44,8912,0,5148,28,2009
33746,4,4,38,8536,0,4389,20,2012
33747,4,4,107,11034,0,3960,50,2012
33748,4,6,32,6669,0,6190,34,2012
33749,4,5,519,8443,0,4124,61,2008
33750,4,8,75,12950,0,3833,47,2008
33751,4,6,172,7176,0,6628,46,2009
33752,4,3,618,6947,0,5318,42,2012
33753,4,10,27,9603,0,4880,39,2011
33754,4,6,92,12246,0,3868,41,2007
33755,4,3,453,7913,0,6010,57,2012
33756,4,6,142,7407,0,5150,52,2006
33757,4,10,381,8180,0,4494,43,2011
33758,4,5,124,9421,0,3721,58,2010
33759,5,8,37,7464,0,6127,52,2009
33760,4,7,425,8337,0,5112,48,2007
33761,4,3,116,10345,0,4346,32,2012
33762,4,5,221,8724,0,3817,56,2011
33763,4,6,318,8803,0,4843,41,2006
33764,4,3,226,9100,0,3368,32,2013
33765,4,8,447,9004,0,5372,55,2005
33766,4,9,12,11214,0,5061,31,2008
33767,4,7,103,8850,2,5360,34,2009
33768,4,6,3,11035,0,4421,35,2011
33769,4,8,395,8955,0,5887,44,2008
33770,4,7,32,8659,0,5708,36,2013
33771,4,7,261,7322,1,6297,36,2008
33772,4,5,289,8205,0,6027,32,2012
33773,4,4,64,11288,0,4200,64,2009
33774,4,8,62,10412,0,4744,52,2010
33775,4,3,532,4176,0,5295,46,2012
33776,4,4,100,8088,0,6605,42,2007
33777,4,7,21,8651,0,5011,55,2006
33778,4,9,157,12986,0,3544,51,2011
33779,4,3,286,8611,0,4946,48,2006
33780,4,6,128,10178,1,6714,43,2007
33781,4,6,12,8085,0,5175,27,2012
33782,4,9,212,10675,0,5657,37,2011
33783,4,14,28,14477,0,4744,55,2008
33784,4,3,563,10906,0,2674,70,2012
33785,4,6,260,11586,0,2798,27,2012
33786,4,5,501,9072,0,5216,40,2008
33787,4,10,72,9833,0,5435,50,2012
33788,4,4,64,8708,0,5524,51,2008
33789,4,2,52,5420,0,6357,40,2010
33790,4,5,38,11700,0,4409,26,2013
33791,4,6,350,8224,0,6399,61,2010
33792,4,9,464,11031,0,4904,40,2012
33793,4,7,103,8172,0,5703,40,2012
33794,4,4,22,9838,0,3542,48,2013
33795,4,15,16,9218,0,7605,56,2008
33796,4,7,249,7289,0,5542,34,2013
33797,4,8,290,8587,0,5053,42,2005
33798,4,5,331,10287,0,3586,58,2006
33799,4,3,311,8231,0,5756,58,2008
33800,4,7,47,13009,0,2695,32,2010
33801,4,8,85,8902,0,6299,32,2011
33802,4,7,265,12747,0,4642,41,2012
33803,4,4,39,8536,0,5586,26,2009
33804,4,8,76,10851,0,4320,45,2008
33805,4,7,61,9017,0,5718,45,2012
33806,4,7,23,12176,0,5197,45,2008
33807,4,11,40,10178,0,4554,32,2011
33808,4,6,344,9683,0,4183,53,2008
33809,4,11,11,7139,0,5673,48,2007
33810,4,6,152,7601,0,5424,32,2008
33811,4,7,201,12259,0,3894,46,2010
33812,4,7,4,14116,0,3015,33,2013
33813,4,8,58,9791,0,5459,37,2010
33814,4,5,21,13050,0,3167,38,2011
33815,4,14,126,10185,0,5242,40,2012
33816,4,10,202,7784,1,5757,57,2006
33817,4,4,696,7364,0,6268,54,2012
33818,4,6,186,7934,1,6381,52,2011
33819,4,4,319,7808,0,6744,48,2010
33820,4,5,418,9760,0,3370,28,2011
33821,4,5,509,9760,0,4870,30,2010
33822,4,7,39,11341,0,5810,47,2012
33823,4,4,212,9544,0,4478,42,2012
33824,4,8,11,15710,0,1435,44,2009
33825,4,7,111,7945,0,5463,53,2009
33826,4,9,32,10435,0,4922,43,2012
33827,4,8,259,10511,0,4079,42,2011
33828,4,7,292,9930,1,11600,35,2007
33829,4,6,208,6484,0,6019,42,2008
33830,4,6,88,9209,0,4468,34,2008
33831,4,9,39,10419,0,4219,34,2012
33832,4,6,18,7892,0,6392,34,2013
33833,4,3,353,9343,0,3215,34,2010
33834,4,17,21,9367,0,5700,51,2009
33835,4,9,393,10189,0,4838,47,2007
33836,4,11,79,6993,0,6354,75,2012
33837,4,5,53,9026,0,5340,44,2012
33838,4,10,12,9592,0,4371,36,2011
33839,4,8,91,11873,0,4899,34,2012
33840,4,8,115,13072,0,3602,33,2012
33841,4,2,542,4161,0,5694,41,2012
33842,4,2,426,4161,0,5694,59,2013
33843,4,6,156,6143,0,6225,37,2012
33844,4,5,368,9468,0,6244,44,2006
33845,4,7,306,12925,0,4376,51,2012
33846,4,6,417,8736,0,5185,53,2012
33847,4,7,228,7533,0,5985,56,2006
33848,4,10,1,11345,0,3546,49,2007
33849,4,7,91,8364,0,4517,34,2013
33850,4,3,4,4944,0,6376,37,2007
33851,4,5,277,7421,0,6844,40,2013
33852,4,6,210,7654,0,6489,35,2009
33853,4,5,162,7854,0,5963,34,2012
33854,4,6,188,15523,0,3558,33,2012
33855,4,9,17,14343,0,2662,82,2007
33856,4,10,54,10971,0,4737,46,2009
33857,4,5,8,7041,0,7245,39,2006
33858,4,6,88,10516,0,7483,54,2009
33859,4,5,338,9344,0,4057,31,2011
33860,4,6,336,11275,0,4297,39,2011
33861,4,4,457,10646,0,4548,41,2012
33862,4,7,208,10708,0,3715,48,2009
33863,4,6,6,8815,0,4790,40,2009
33864,4,6,50,8908,0,4157,36,2012
33865,4,3,1,5122,0,6112,34,2012
33866,4,9,109,8214,0,4989,39,2011
33867,4,8,203,8368,0,6690,34,2012
33868,4,6,28,7863,0,5226,40,2011
33869,4,6,13,8425,0,5752,56,2008
33870,4,10,569,11342,0,4877,48,2010
33871,4,7,24,7729,0,5862,29,2012
33872,4,10,24,10480,0,4096,37,2005
33873,4,7,3,10789,0,4069,47,2013
33874,4,11,185,10147,0,15827,42,2009
33875,4,2,391,4154,0,5900,63,2013
33876,4,2,377,4154,0,43437,45,2011
33877,4,8,97,7603,0,6313,37,2012
33878,4,4,205,7349,0,17158,34,2007
33879,4,6,94,11484,0,5506,44,2005
33880,4,7,2,12996,0,16277,43,2008
33881,4,8,79,12404,0,5338,29,2011
33882,4,7,14,9800,0,9172,29,2012
33883,4,14,3,10503,0,10231,29,2013
33884,4,5,455,8900,0,4299,44,2011
33885,4,2,664,4153,0,5271,51,2012
33886,4,5,528,6429,0,5289,54,2008
33887,4,4,94,7757,0,6362,34,2011
33888,4,3,30,8981,0,4741,40,2005
33889,4,12,27,10536,0,3599,38,2012
33890,4,9,166,8087,0,4700,47,2011
33891,4,4,346,10972,0,6469,44,2009
33892,4,6,152,7544,0,5674,46,2011
33893,4,5,39,7024,0,5383,38,2008
33894,4,8,27,8665,1,6516,37,2009
33895,4,9,114,7781,0,6164,40,2009
33896,4,4,133,9230,0,5846,32,2012
33897,4,4,95,4314,0,5934,52,2008
33898,4,9,89,15275,0,6640,58,2008
33899,4,5,328,8348,0,6280,36,2008
33900,4,3,610,5242,0,6158,52,2010
33901,4,4,35,10688,0,3644,46,2012
33902,4,13,207,8758,0,5744,33,2012
33903,4,5,156,7057,0,12064,38,2010
33904,4,5,427,8464,0,4870,33,2010
33905,4,10,107,8736,0,6256,29,2011
33906,4,8,346,8306,0,4848,48,2012
33907,4,13,46,11626,0,4611,29,2010
33908,4,19,10,11940,0,4876,58,2009
33909,4,6,10,8977,0,5844,42,2008
33910,4,5,345,6649,0,6346,53,2007
33911,4,10,56,7702,3,8472,30,2011
33912,4,5,429,9911,0,5308,32,2011
33913,4,5,31,8777,0,4466,35,2013
33914,4,8,293,7880,0,5529,31,2012
33915,4,12,4,7721,0,4595,60,2005
33916,4,11,170,12601,2,4177,52,2007
33917,4,4,464,8950,0,4571,37,2012
33918,4,12,605,7414,0,6366,53,2012
33919,4,6,49,9326,1,5634,47,2007
33920,4,4,212,8200,0,5547,48,2010
33921,4,12,107,10696,0,3590,52,2011
33922,4,9,511,11939,0,4142,38,2012
33923,4,11,29,8272,0,5432,47,2009
33924,4,7,47,10272,0,4054,38,2009
33925,4,6,142,13810,1,2803,33,2008
33926,4,5,61,7875,0,4465,39,2012
33927,4,12,187,16190,0,2822,32,2009
33928,4,6,105,8681,0,7958,44,2007
33929,4,4,141,10827,0,6225,43,2011
33930,4,9,195,7293,0,5052,50,2011
33931,4,6,121,9450,0,4390,46,2011
33932,4,4,233,7704,0,6996,55,2007
33933,4,6,199,9141,0,5183,31,2011
33934,4,6,149,9566,0,4399,50,2011
33935,4,5,244,7916,0,4876,24,2012
33936,4,3,508,7768,0,7066,52,2012
33937,4,3,233,9379,0,5702,35,2012
33938,4,6,10,9701,0,4501,0,2005
33939,4,5,413,10008,0,4181,30,2012
33940,4,6,3,10158,0,5191,73,2005
33941,4,10,246,13080,0,6149,28,2008
33942,4,4,164,9001,0,4502,44,2010
33943,4,7,101,8498,0,4895,30,2012
33944,4,7,33,8291,0,5456,37,2008
33945,4,7,7,8739,0,5519,41,2012
33946,4,6,9,10700,0,5323,50,2007
33947,4,6,91,7809,0,6237,53,2010
33948,4,4,491,8872,0,3188,50,2012
33949,4,7,554,7536,0,6251,34,2012
33950,4,5,25,6220,0,5639,54,2007
33951,4,7,81,9692,0,5196,41,2009
33952,4,6,80,11346,0,3658,43,2013
33953,4,6,165,8544,0,4905,44,2011
33954,4,6,143,9095,0,4314,47,2010
33955,4,3,160,4277,0,6030,40,2010
33956,4,8,148,8562,0,5045,59,2007
33957,4,6,61,7496,0,5596,33,2012
33958,4,9,102,6678,0,5833,31,2011
33959,4,7,10,7950,0,6483,37,2012
33960,4,6,148,9514,0,11002,55,2011
33961,4,6,103,7433,0,6916,28,2012
33962,4,4,102,10840,0,5086,38,2005
33963,4,9,34,9941,0,5178,39,2009
33964,4,9,514,9128,0,4642,48,2012
33965,4,6,111,9632,0,5793,39,2012
33966,4,8,123,9412,0,6225,37,2006
33967,4,6,283,7241,0,5042,33,2009
33968,4,7,7,9959,0,4164,63,2005
33969,4,7,188,9144,0,4132,62,2010
33970,4,5,672,10078,0,4203,49,2012
33971,4,2,564,8038,0,7699,32,2010
33972,4,2,710,7298,0,5108,46,2006
33973,4,7,27,10097,0,5777,63,2005
33974,4,6,4,9295,0,6546,57,2008
33975,4,8,375,7255,0,6255,42,2011
33976,4,6,121,9744,0,4253,33,2010
33977,4,7,12,12579,0,3812,50,2011
33978,4,7,115,9869,0,5896,37,2012
33979,4,8,52,9372,0,3686,40,2011
33980,4,4,177,6192,0,5907,48,2012
33981,4,5,26,6969,0,4595,57,2012
33982,4,9,25,9859,0,3655,39,2008
33983,4,4,441,6973,0,5141,42,2009
33984,4,2,100,6850,0,5908,41,2010
33985,4,11,60,10118,2,7868,42,2006
33986,4,5,51,7047,0,6516,36,2010
33987,4,5,297,9594,0,5180,52,2011
33988,4,9,350,10249,0,5278,35,2012
33989,4,5,62,10365,0,3724,47,2012
33990,4,6,33,8118,0,7487,31,2010
33991,4,7,73,10478,0,3213,45,2012
33992,4,3,225,6096,0,5976,40,2009
33993,4,6,156,8181,0,5045,51,2011
33994,4,6,32,6798,0,6522,80,2007
33995,4,5,107,12294,0,2950,39,2011
33996,4,4,367,8214,0,4877,53,2007
33997,4,6,6,9573,0,5250,47,2011
33998,4,10,74,8562,0,5668,41,2012
33999,4,7,135,8108,0,5039,35,2009
34000,4,7,188,7210,0,6264,38,2008
34001,4,7,301,9291,0,5108,52,2012
34002,4,5,159,7872,0,12891,40,2010
34003,4,7,75,8083,0,9671,41,2011
34004,4,8,418,8072,0,6895,32,2011
34005,4,8,107,7191,0,5376,53,2008
34006,4,12,5,13988,0,2128,49,2011
34007,4,5,206,7424,0,6108,47,2005
34008,5,5,53,9176,1,36030,32,2013
34009,4,10,122,11898,0,3822,30,2012
34010,4,11,115,10155,0,4534,28,2011
34011,4,7,208,8552,0,3706,50,2013
34012,4,6,228,8792,0,4158,61,2011
34013,4,6,225,9863,0,4582,44,2007
34014,4,8,64,10070,0,5193,42,2010
34015,4,4,268,7975,0,5816,32,2011
34016,4,6,268,9941,0,3508,44,2005
34017,4,9,116,8268,0,6543,32,2012
34018,4,6,577,8098,0,4808,61,2011
34019,4,4,122,8633,0,5671,78,2005
34020,4,10,67,13168,0,3037,31,2005
34021,4,11,64,13671,0,6539,34,2011
34022,4,7,67,8529,0,5535,44,2012
34023,4,6,12,6238,0,6799,44,2013
34024,4,9,203,8309,0,5362,36,2008
34025,4,5,67,9600,0,5342,47,2011
34026,4,8,57,10296,0,4129,46,2013
34027,4,6,297,6247,0,5188,42,2012
34028,4,5,188,8133,0,4783,27,2013
34029,4,9,148,11799,2,4830,52,2008
34030,4,5,101,11706,0,3830,38,2012
34031,4,5,114,10275,0,5447,31,2011
34032,4,6,35,6768,0,6562,42,2009
34033,4,5,427,6309,0,8171,39,2008
34034,4,6,15,9199,0,4506,42,2006
34035,4,5,96,12648,0,5452,40,2011
34036,4,8,48,7086,0,6702,49,2006
34037,4,4,530,11037,0,3973,48,2012
34038,4,10,520,8192,4,4808,52,2007
34039,4,8,59,7928,0,6374,42,2007
34040,4,6,286,9326,0,4552,31,2011
34041,4,8,564,7102,0,5735,40,2012
34042,4,2,69,4387,0,6121,71,2011
34043,4,5,358,10231,0,3192,64,2005
34044,4,6,102,9424,0,4496,42,2009
34045,4,9,177,9259,0,7302,30,2012
34046,4,4,327,6452,0,5414,34,2012
34047,4,5,492,7898,0,5163,35,2011
34048,4,6,143,8729,0,4997,37,2007
34049,4,7,34,8388,0,4801,57,2011
34050,4,7,265,9746,0,4299,46,2007
34051,4,5,236,11779,0,5423,33,2012
34052,4,2,232,7066,0,6399,44,2012
34053,4,7,48,8186,0,6184,53,2011
34054,4,6,39,6336,0,6322,48,2007
34055,4,3,505,6946,0,5547,40,2012
34056,4,7,149,7553,0,5154,57,2011
34057,4,7,209,9469,0,16869,35,2008
34058,4,12,67,13879,0,4868,41,2011
34059,4,5,346,7703,0,4902,61,2009
34060,4,7,227,6936,0,5629,32,2010
34061,4,9,107,12069,0,3765,45,2010
34062,4,4,80,8252,0,5468,40,2008
34063,4,3,580,7890,0,5683,35,2012
34064,4,8,48,8892,0,4038,49,2010
34065,4,5,36,5887,0,6851,48,2010
34066,4,6,156,6902,0,5624,52,2008
34067,4,12,20,8012,0,6555,48,2008
34068,4,7,414,8574,0,4973,29,2011
34069,4,11,197,13690,0,3897,39,2012
34070,4,4,425,8369,0,3157,27,2011
34071,4,5,107,9469,0,12492,56,2009
34072,4,6,214,10234,0,4417,65,2006
34073,4,4,269,8348,0,5670,28,2012
34074,4,6,161,8358,0,6838,33,2011
34075,4,8,248,9280,0,5495,56,2006
34076,4,7,9,7992,1,5047,37,2011
34077,4,4,106,12663,0,2658,38,2013
34078,4,8,111,7318,0,7070,55,2006
34079,4,4,67,7868,1,5342,33,2010
34080,4,5,34,7066,0,5642,52,2004
34081,4,9,209,8746,0,4997,45,2011
34082,4,6,138,9882,0,4329,52,2005
34083,4,7,21,8029,0,5381,41,2012
34084,4,8,16,11349,0,4176,30,2011
34085,4,3,248,7342,0,6825,35,2013
34086,4,8,86,7446,0,5808,54,2007
34087,4,14,375,8078,0,5512,35,2010
34088,4,6,62,6551,0,5518,40,2010
34089,4,7,87,8188,0,5764,40,2012
34090,4,7,246,8318,0,4924,64,2007
34091,4,7,498,8708,0,4194,38,2010
34092,4,6,82,9560,0,3917,45,2012
34093,4,7,509,7767,0,5405,38,2007
34094,4,6,502,9877,0,4831,36,2009
34095,4,10,272,11688,0,4469,43,2005
34096,4,6,482,7110,0,4992,43,2007
34097,4,9,1,8926,0,10689,28,2012
34098,4,7,10,8392,0,5159,38,2008
34099,4,6,230,10480,0,4159,74,2011
34100,4,7,20,10107,0,3591,50,2007
34101,4,3,383,7323,0,6970,43,2011
34102,4,7,212,9664,0,5959,53,2009
34103,4,5,191,6362,0,5645,47,2010
34104,4,4,23,8308,0,5901,55,2009
34105,4,4,153,8308,0,6687,43,2011
34106,4,6,4,7849,0,5406,36,2012
34107,4,6,574,8224,0,2793,40,2011
34108,4,14,17,9422,0,5132,54,2012
34109,4,12,167,12274,0,4500,33,2012
34110,4,7,141,6718,0,6055,54,2008
34111,4,7,593,6718,0,5558,41,2009
34112,4,7,25,12810,0,4861,37,2012
34113,4,7,13,10844,0,3955,54,2008
34114,4,5,447,8957,1,4401,40,2006
34115,4,9,4,10995,0,3844,47,2012
34116,4,5,569,6166,0,5689,34,2012
34117,4,6,156,9556,0,41716,30,2009
34118,4,9,669,15537,0,5455,52,2011
34119,4,6,188,10951,0,8530,34,2005
34120,4,7,65,8770,0,4690,62,2008
34121,4,8,112,8620,1,7013,34,2011
34122,4,6,149,6419,0,5706,34,2008
34123,4,5,8,8464,0,5479,44,2008
34124,4,9,34,11661,0,4222,36,2011
34125,4,4,550,5507,0,5392,52,2011
34126,4,8,256,9042,0,5312,40,2012
34127,4,6,234,13488,0,2858,33,2010
34128,4,7,25,9969,0,6934,37,2011
34129,4,4,152,9845,0,3624,41,2011
34130,4,8,23,9128,0,5429,47,2012
34131,4,8,36,11647,0,3933,51,2006
34132,4,5,112,6807,0,14866,28,2011
34133,4,6,19,7504,0,6631,35,2009
34134,4,6,426,8044,0,6644,41,2008
34135,4,10,149,10422,0,12347,36,2012
34136,4,7,574,16301,0,6174,59,2007
34137,4,6,123,11725,0,4437,31,2012
34138,4,7,151,8361,0,4759,19,2010
34139,4,16,103,18184,0,1266,37,2006
34140,4,6,496,8722,0,5439,52,2007
34141,4,4,248,8504,0,5469,38,2013
34142,4,10,148,9792,0,16312,0,2008
34143,4,7,156,6776,0,5222,32,2009
34144,4,4,140,6641,0,6079,42,2012
34145,4,8,143,9284,0,12324,31,2011
34146,4,8,112,9027,0,4266,33,2011
34147,4,6,134,9817,0,4933,41,2009
34148,4,4,165,6440,0,6212,45,2006
34149,4,8,1,7557,5,6740,44,2007
34150,4,6,179,10477,0,4529,38,2011
34151,4,4,440,6427,0,5558,48,2008
34152,4,5,180,8699,0,6199,69,2008
34153,4,9,150,8682,0,5082,46,2012
34154,4,6,590,7938,1,5359,38,2005
34155,4,7,167,8821,0,4708,35,2010
34156,4,4,65,10130,0,5619,37,2007
34157,4,12,24,14900,0,22665,31,2011
34158,4,10,7,11473,0,3925,62,2009
34159,4,8,20,6510,0,6516,41,2012
34160,4,13,62,12476,0,4713,30,2012
34161,4,8,432,7598,0,5558,42,2008
34162,4,13,199,12138,0,10964,36,2012
34163,4,2,341,9986,0,3148,35,2013
34164,4,7,65,9838,0,4755,31,2010
34165,4,4,306,10864,0,4236,34,2012
34166,4,6,262,12054,0,3285,35,2011
34167,4,6,21,8398,0,3593,31,2013
34168,4,6,55,9640,0,4646,47,2006
34169,4,4,99,11575,0,4130,32,2011
34170,4,10,8,9098,0,9950,41,2010
34171,4,9,30,13696,0,7856,37,2012
34172,4,5,447,9266,0,4870,38,2007
34173,4,10,21,6799,0,8469,61,2012
34174,4,9,235,9658,0,6599,39,2010
34175,4,5,16,7897,0,6397,37,2012
34176,4,9,155,9017,0,4754,53,2006
34177,4,8,162,7506,0,5630,46,2011
34178,4,10,26,12249,0,4087,50,2010
34179,4,8,19,10311,0,5031,47,2010
34180,4,9,179,8397,0,5133,47,2011
34181,4,7,439,6646,0,5648,38,2011
34182,4,5,141,8496,0,5076,29,2013
34183,4,11,322,7357,0,5386,39,2008
